ID	SampleName	SamplingDate	Continent	Country	Location	lineage	ambiguity_score	pangoLEARN_version	pango_version	tardis_location
hCoV-19/USA/FL-BPHL-0582/2020|EPI_ISL_508786|2020-03-21|NorthAmerica	EPI_ISL_508786	2020-03-21	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0713/2020|EPI_ISL_509771|2020-03-30|NorthAmerica	EPI_ISL_509771	2020-03-30	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0692/2020|EPI_ISL_509750|2020-03-23|NorthAmerica	EPI_ISL_509750	2020-03-23	NorthAmerica	USA	FL	B.1	0.992201426024955	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2119/2020|EPI_ISL_653272|2020-03-12|NorthAmerica	EPI_ISL_653272	2020-03-12	NorthAmerica	USA	FL	B.1	0.987463622117752	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0084/2020|EPI_ISL_1379491|2020-03-25|NorthAmerica	EPI_ISL_1379491	2020-03-25	NorthAmerica	USA	FL	B.1.485	0.985647006055169	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-USAFSAM-S011/2020|EPI_ISL_512787|2020-03-27|NorthAmerica	EPI_ISL_512787	2020-03-27	NorthAmerica	USA	FL	B.1	0.987236901030004	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0161/2020|EPI_ISL_480812|2020-03-31|NorthAmerica	EPI_ISL_480812	2020-03-31	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0143/2020|EPI_ISL_480794|2020-03-06|NorthAmerica	EPI_ISL_480794	2020-03-06	NorthAmerica	USA	FL	B.1	0.980387736699729	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0431/2020|EPI_ISL_495337|2020-03-22|NorthAmerica	EPI_ISL_495337	2020-03-22	NorthAmerica	USA	FL	B.1	0.93400895592741	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0066/2020|EPI_ISL_1379475|2020-03-23|NorthAmerica	EPI_ISL_1379475	2020-03-23	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0689/2020|EPI_ISL_509747|2020-03-26|NorthAmerica	EPI_ISL_509747	2020-03-26	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0459/2020|EPI_ISL_495365|2020-03-24|NorthAmerica	EPI_ISL_495365	2020-03-24	NorthAmerica	USA	FL	B.1	0.942235734331151	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0572/2020|EPI_ISL_508776|2020-03-19|NorthAmerica	EPI_ISL_508776	2020-03-19	NorthAmerica	USA	FL	B.1	0.984052111410602	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0570/2020|EPI_ISL_508774|2020-03-14|NorthAmerica	EPI_ISL_508774	2020-03-14	NorthAmerica	USA	FL	B.1	0.992425930051236	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0437/2020|EPI_ISL_495343|2020-03-21|NorthAmerica	EPI_ISL_495343	2020-03-21	NorthAmerica	USA	FL	B.1	0.961900390176727	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-2659/2020|EPI_ISL_604929|2020-03-15|NorthAmerica	EPI_ISL_604929	2020-03-15	NorthAmerica	USA	FL	B.1	0.989725262452535	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0089/2020|EPI_ISL_1379495|2020-03-26|NorthAmerica	EPI_ISL_1379495	2020-03-26	NorthAmerica	USA	FL	B.1	0.988595706618962	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0092/2020|EPI_ISL_1379498|2020-03-26|NorthAmerica	EPI_ISL_1379498	2020-03-26	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0097/2020|EPI_ISL_1379502|2020-03-30|NorthAmerica	EPI_ISL_1379502	2020-03-30	NorthAmerica	USA	FL	B.1	0.986101770903385	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0457/2020|EPI_ISL_495363|2020-03-24|NorthAmerica	EPI_ISL_495363	2020-03-24	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0070/2020|EPI_ISL_1379479|2020-03-23|NorthAmerica	EPI_ISL_1379479	2020-03-23	NorthAmerica	USA	FL	B.1	0.988595706618962	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0095/2020|EPI_ISL_1379501|2020-03-27|NorthAmerica	EPI_ISL_1379501	2020-03-27	NorthAmerica	USA	FL	B.1	0.986101770903385	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0088/2020|EPI_ISL_1379494|2020-03-26|NorthAmerica	EPI_ISL_1379494	2020-03-26	NorthAmerica	USA	FL	B.1	0.987010078387458	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0455/2020|EPI_ISL_495361|2020-03-24|NorthAmerica	EPI_ISL_495361	2020-03-24	NorthAmerica	USA	FL	B.1	0.979467509025271	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0456/2020|EPI_ISL_495362|2020-03-24|NorthAmerica	EPI_ISL_495362	2020-03-24	NorthAmerica	USA	FL	B.1	0.979237192507335	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-1820/2020|EPI_ISL_604106|2020-03-17|NorthAmerica	EPI_ISL_604106	2020-03-17	NorthAmerica	USA	FL	B.1	0.991527313266444	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0451/2020|EPI_ISL_495357|2020-03-24|NorthAmerica	EPI_ISL_495357	2020-03-24	NorthAmerica	USA	FL	B.1	0.991077403524426	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0433/2020|EPI_ISL_495339|2020-03-19|NorthAmerica	EPI_ISL_495339	2020-03-19	NorthAmerica	USA	FL	B.1	0.925908335312277	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0482/2020|EPI_ISL_495388|2020-03-19|NorthAmerica	EPI_ISL_495388	2020-03-19	NorthAmerica	USA	FL	B.1	0.985191833071573	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0057/2020|EPI_ISL_1379466|2020-03-22|NorthAmerica	EPI_ISL_1379466	2020-03-22	NorthAmerica	USA	FL	B.1	0.98927374301676	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0093/2020|EPI_ISL_1379499|2020-03-27|NorthAmerica	EPI_ISL_1379499	2020-03-27	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0686/2020|EPI_ISL_509744|2020-03-26|NorthAmerica	EPI_ISL_509744	2020-03-26	NorthAmerica	USA	FL	B.1	0.968058407483459	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2118/2020|EPI_ISL_653271|2020-03-12|NorthAmerica	EPI_ISL_653271	2020-03-12	NorthAmerica	USA	FL	B.1	0.966879853814527	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0492/2020|EPI_ISL_495398|2020-03-25|NorthAmerica	EPI_ISL_495398	2020-03-25	NorthAmerica	USA	FL	B.1	0.98450830713965	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0486/2020|EPI_ISL_495392|2020-03-20|NorthAmerica	EPI_ISL_495392	2020-03-20	NorthAmerica	USA	FL	B.1	0.98268106162843	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0699/2020|EPI_ISL_509757|2020-03-29|NorthAmerica	EPI_ISL_509757	2020-03-29	NorthAmerica	USA	FL	B.1	0.977390911146281	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0710/2020|EPI_ISL_509768|2020-03-25|NorthAmerica	EPI_ISL_509768	2020-03-25	NorthAmerica	USA	FL	B.1	0.92769084874348	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0684/2020|EPI_ISL_509742|2020-03-25|NorthAmerica	EPI_ISL_509742	2020-03-25	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0701/2020|EPI_ISL_509759|2020-03-27|NorthAmerica	EPI_ISL_509759	2020-03-27	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0688/2020|EPI_ISL_509746|2020-03-26|NorthAmerica	EPI_ISL_509746	2020-03-26	NorthAmerica	USA	FL	B.1	0.989725262452535	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0436/2020|EPI_ISL_495342|2020-03-23|NorthAmerica	EPI_ISL_495342	2020-03-23	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0044/2020|EPI_ISL_1379453|2020-03-19|NorthAmerica	EPI_ISL_1379453	2020-03-19	NorthAmerica	USA	FL	B.1	0.988369492283605	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2027/2020|EPI_ISL_653180|2020-03-25|NorthAmerica	EPI_ISL_653180	2020-03-25	NorthAmerica	USA	FL	B.1	0.957593915648767	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0086/2020|EPI_ISL_1492446|2020-03-25|NorthAmerica	EPI_ISL_1492446	2020-03-25	NorthAmerica	USA	FL	B.1	0.992201426024955	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0580/2020|EPI_ISL_508784|2020-03-20|NorthAmerica	EPI_ISL_508784	2020-03-20	NorthAmerica	USA	FL	B.1	0.990852298081214	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-911/2020|EPI_ISL_571595|2020-03-21|NorthAmerica	EPI_ISL_571595	2020-03-21	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0081/2020|EPI_ISL_1379488|2020-03-25|NorthAmerica	EPI_ISL_1379488	2020-03-25	NorthAmerica	USA	FL	B.1	0.988821819807735	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0085/2020|EPI_ISL_1379492|2020-03-25|NorthAmerica	EPI_ISL_1379492	2020-03-25	NorthAmerica	USA	FL	B.1	0.991527313266444	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0053/2020|EPI_ISL_1379462|2020-03-21|NorthAmerica	EPI_ISL_1379462	2020-03-21	NorthAmerica	USA	FL	B.1	0.987236901030004	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0588/2020|EPI_ISL_508792|2020-03-22|NorthAmerica	EPI_ISL_508792	2020-03-22	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0587/2020|EPI_ISL_508791|2020-03-21|NorthAmerica	EPI_ISL_508791	2020-03-21	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-USAFSAM-S034/2020|EPI_ISL_512802|2020-03-25|NorthAmerica	EPI_ISL_512802	2020-03-25	NorthAmerica	USA	FL	B.1	0.987010078387458	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0058/2020|EPI_ISL_1379467|2020-03-22|NorthAmerica	EPI_ISL_1379467	2020-03-22	NorthAmerica	USA	FL	B.1	0.99175211769951	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0542/2020|EPI_ISL_508745|2020-03-31|NorthAmerica	EPI_ISL_508745	2020-03-31	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-791/2020|EPI_ISL_571525|2020-03-21|NorthAmerica	EPI_ISL_571525	2020-03-21	NorthAmerica	USA	FL	B.1.586	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0703/2020|EPI_ISL_509761|2020-03-28|NorthAmerica	EPI_ISL_509761	2020-03-28	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0447/2020|EPI_ISL_495353|2020-03-23|NorthAmerica	EPI_ISL_495353	2020-03-23	NorthAmerica	USA	FL	B.1	0.950092850510678	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0040/2020|EPI_ISL_1379449|2020-03-18|NorthAmerica	EPI_ISL_1379449	2020-03-18	NorthAmerica	USA	FL	B.1	0.98769024171889	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0483/2020|EPI_ISL_495389|2020-03-17|NorthAmerica	EPI_ISL_495389	2020-03-17	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0046/2020|EPI_ISL_1379455|2020-03-20|NorthAmerica	EPI_ISL_1379455	2020-03-20	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-121/2020|EPI_ISL_467844|2020-03-13|NorthAmerica	EPI_ISL_467844	2020-03-13	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0596/2020|EPI_ISL_508800|2020-03-23|NorthAmerica	EPI_ISL_508800	2020-03-23	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0567/2020|EPI_ISL_508771|2020-03-15|NorthAmerica	EPI_ISL_508771	2020-03-15	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0663/2020|EPI_ISL_509721|2020-03-14|NorthAmerica	EPI_ISL_509721	2020-03-14	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0465/2020|EPI_ISL_495371|2020-03-25|NorthAmerica	EPI_ISL_495371	2020-03-25	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1259/2020|EPI_ISL_541144|2020-03-24|NorthAmerica	EPI_ISL_541144	2020-03-24	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0484/2020|EPI_ISL_495390|2020-03-20|NorthAmerica	EPI_ISL_495390	2020-03-20	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-273/2020|EPI_ISL_571028|2020-03-18|NorthAmerica	EPI_ISL_571028	2020-03-18	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0561/2020|EPI_ISL_508765|2020-03-12|NorthAmerica	EPI_ISL_508765	2020-03-12	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-1590/2020|EPI_ISL_603935|2020-03-19|NorthAmerica	EPI_ISL_603935	2020-03-19	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0664/2020|EPI_ISL_509722|2020-03-14|NorthAmerica	EPI_ISL_509722	2020-03-14	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0049/2020|EPI_ISL_1379458|2020-03-20|NorthAmerica	EPI_ISL_1379458	2020-03-20	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0672/2020|EPI_ISL_509730|2020-03-24|NorthAmerica	EPI_ISL_509730	2020-03-24	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0659/2020|EPI_ISL_509717|2020-03-14|NorthAmerica	EPI_ISL_509717	2020-03-14	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0670/2020|EPI_ISL_509728|2020-03-13|NorthAmerica	EPI_ISL_509728	2020-03-13	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0056/2020|EPI_ISL_1379465|2020-03-22|NorthAmerica	EPI_ISL_1379465	2020-03-22	NorthAmerica	USA	FL	B.1	0.985647006055169	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-USAFSAM-S099/2020|EPI_ISL_812321|2020-03-18|NorthAmerica	EPI_ISL_812321	2020-03-18	NorthAmerica	USA	FL	B.1.320	0.974608932214917	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0490/2020|EPI_ISL_495396|2020-03-23|NorthAmerica	EPI_ISL_495396	2020-03-23	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1583/2020|EPI_ISL_568681|2020-03-23|NorthAmerica	EPI_ISL_568681	2020-03-23	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0539/2020|EPI_ISL_508742|2020-03-09|NorthAmerica	EPI_ISL_508742	2020-03-09	NorthAmerica	USA	FL	B.1	0.966171428571429	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0566/2020|EPI_ISL_508770|2020-03-16|NorthAmerica	EPI_ISL_508770	2020-03-16	NorthAmerica	USA	FL	B.1	0.983823859806785	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0140/2020|EPI_ISL_480791|2020-03-09|NorthAmerica	EPI_ISL_480791	2020-03-09	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0147/2020|EPI_ISL_480798|2020-03-11|NorthAmerica	EPI_ISL_480798	2020-03-11	NorthAmerica	USA	FL	B.1	0.975073646045774	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0424/2020|EPI_ISL_495330|2020-03-21|NorthAmerica	EPI_ISL_495330	2020-03-21	NorthAmerica	USA	FL	B.1	0.949117100371747	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0426/2020|EPI_ISL_495332|2020-03-21|NorthAmerica	EPI_ISL_495332	2020-03-21	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0045/2020|EPI_ISL_1379454|2020-03-19|NorthAmerica	EPI_ISL_1379454	2020-03-19	NorthAmerica	USA	FL	B.1	0.99017637865595	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0439/2020|EPI_ISL_495345|2020-03-23|NorthAmerica	EPI_ISL_495345	2020-03-23	NorthAmerica	USA	FL	B.1	0.979006772009029	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-USAFSAM-S033/2020|EPI_ISL_512801|2020-03-25|NorthAmerica	EPI_ISL_512801	2020-03-25	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0068/2020|EPI_ISL_1379477|2020-03-23|NorthAmerica	EPI_ISL_1379477	2020-03-23	NorthAmerica	USA	FL	B.1	0.964040311497939	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0100/2020|EPI_ISL_1379505|2020-03-31|NorthAmerica	EPI_ISL_1379505	2020-03-31	NorthAmerica	USA	FL	B.1	0.985647006055169	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0074/2020|EPI_ISL_1379483|2020-03-23|NorthAmerica	EPI_ISL_1379483	2020-03-23	NorthAmerica	USA	FL	B.1	0.98995087092452	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-USAFSAM-S035/2020|EPI_ISL_512803|2020-03-27|NorthAmerica	EPI_ISL_512803	2020-03-27	NorthAmerica	USA	FL	B.1	0.986556128164911	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1092/2020|EPI_ISL_526578|2020-03-09|NorthAmerica	EPI_ISL_526578	2020-03-09	NorthAmerica	USA	FL	B.1	0.943964510856876	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0398/2020|EPI_ISL_489807|2020-03-14|NorthAmerica	EPI_ISL_489807	2020-03-14	NorthAmerica	USA	FL	B.1	0.970173041894353	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0035/2020|EPI_ISL_1379444|2020-03-15|NorthAmerica	EPI_ISL_1379444	2020-03-15	NorthAmerica	USA	FL	B.1	0.986329000448229	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0694/2020|EPI_ISL_509752|2020-03-27|NorthAmerica	EPI_ISL_509752	2020-03-27	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-UW-MAYO68/2020|EPI_ISL_490988|2020-03-18|NorthAmerica	EPI_ISL_490988	2020-03-18	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0454/2020|EPI_ISL_495360|2020-03-23|NorthAmerica	EPI_ISL_495360	2020-03-23	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0687/2020|EPI_ISL_509745|2020-03-26|NorthAmerica	EPI_ISL_509745	2020-03-26	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0680/2020|EPI_ISL_509738|2020-03-25|NorthAmerica	EPI_ISL_509738	2020-03-25	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0681/2020|EPI_ISL_509739|2020-03-25|NorthAmerica	EPI_ISL_509739	2020-03-25	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0489/2020|EPI_ISL_495395|2020-03-24|NorthAmerica	EPI_ISL_495395	2020-03-24	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0679/2020|EPI_ISL_509737|2020-03-25|NorthAmerica	EPI_ISL_509737	2020-03-25	NorthAmerica	USA	FL	B.1	0.988821819807735	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0798/2020|EPI_ISL_514144|2020-03-23|NorthAmerica	EPI_ISL_514144	2020-03-23	NorthAmerica	USA	FL	B.1	0.991527313266444	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2000/2020|EPI_ISL_653153|2020-03-21|NorthAmerica	EPI_ISL_653153	2020-03-21	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0443/2020|EPI_ISL_495349|2020-03-21|NorthAmerica	EPI_ISL_495349	2020-03-21	NorthAmerica	USA	FL	B.1	0.991302408563782	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1585/2020|EPI_ISL_568683|2020-03-21|NorthAmerica	EPI_ISL_568683	2020-03-21	NorthAmerica	USA	FL	B.1	0.973911070780399	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0695/2020|EPI_ISL_509753|2020-03-27|NorthAmerica	EPI_ISL_509753	2020-03-27	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0678/2020|EPI_ISL_509736|2020-03-17|NorthAmerica	EPI_ISL_509736	2020-03-17	NorthAmerica	USA	FL	B.1.439	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0544/2020|EPI_ISL_508747|2020-03-31|NorthAmerica	EPI_ISL_508747	2020-03-31	NorthAmerica	USA	FL	B.1.439	0.971344098248806	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-CDC-KCDN-3707/2020|EPI_ISL_812142|2020-03-09|NorthAmerica	EPI_ISL_812142	2020-03-09	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0039/2020|EPI_ISL_1379448|2020-03-18|NorthAmerica	EPI_ISL_1379448	2020-03-18	NorthAmerica	USA	FL	B.1.441	0.990401785714286	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0428/2020|EPI_ISL_495334|2020-03-21|NorthAmerica	EPI_ISL_495334	2020-03-21	NorthAmerica	USA	FL	B.1.441	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0430/2020|EPI_ISL_495336|2020-03-21|NorthAmerica	EPI_ISL_495336	2020-03-21	NorthAmerica	USA	FL	B.1.441	0.902184466019417	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0429/2020|EPI_ISL_495335|2020-03-21|NorthAmerica	EPI_ISL_495335	2020-03-21	NorthAmerica	USA	FL	B.1.441	0.943224299065421	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1355/2020|EPI_ISL_541242|2020-03-16|NorthAmerica	EPI_ISL_541242	2020-03-16	NorthAmerica	USA	FL	B.1	0.942483048866028	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1095/2020|EPI_ISL_526581|2020-03-16|NorthAmerica	EPI_ISL_526581	2020-03-16	NorthAmerica	USA	FL	B.1	0.99175211769951	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1094/2020|EPI_ISL_526580|2020-03-13|NorthAmerica	EPI_ISL_526580	2020-03-13	NorthAmerica	USA	FL	B.1	0.989725262452535	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-CDC-2316/2020|EPI_ISL_452132|2020-03-09|NorthAmerica	EPI_ISL_452132	2020-03-09	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-CDC-KCDZ-3709/2020|EPI_ISL_812138|2020-03-09|NorthAmerica	EPI_ISL_812138	2020-03-09	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-CDC-7619/2020|EPI_ISL_447841|2020-03-06|NorthAmerica	EPI_ISL_447841	2020-03-06	NorthAmerica	USA	FL	B.1	0.99175211769951	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1072/2020|EPI_ISL_526558|2020-03-17|NorthAmerica	EPI_ISL_526558	2020-03-17	NorthAmerica	USA	FL	B.1	0.961900390176727	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0794/2020|EPI_ISL_514140|2020-03-15|NorthAmerica	EPI_ISL_514140	2020-03-15	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0569/2020|EPI_ISL_508773|2020-03-15|NorthAmerica	EPI_ISL_508773	2020-03-15	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0669/2020|EPI_ISL_509727|2020-03-13|NorthAmerica	EPI_ISL_509727	2020-03-13	NorthAmerica	USA	FL	B.1.110	0.992650334075724	2021-11-25	v1.2.101	FL
